author,text,likes,TextBlob_Score,LLM_Sentiment,TextBlob_Label
@HimalayaHermitage,"Super wichtiges Interview, vielen Dank. Was für ein kluger, lebenserfahrener Mann und Politiker. Das ist selten. Und genau solche Menschen braucht Deutschland dringend. Seine Non-Negotiables ergeben für mich absolut Sinn und müssten dringend umgesetzt werden.

Ich bin „Bio-Deutsche“ und lebe seit vielen Jahren im Ausland. Eine echte politische Wende in Deutschland halte ich für dringend notwendig. Ich könnte mir gut vorstellen, dass dann auch viele im Ausland lebende Deutsche über eine Rückkehr nachdenken würden.

Für viele von uns ist dabei der Erhalt der deutschen Staatsbürgerschaft sehr wichtig. Deshalb wäre es wünschenswert, wenn Länder wie z.B. Indien, Indonesien und Nepal doppelte Staatsbürgerschaften erlauben würden.

Manchmal fühlt es sich fast so an, als müsse man Deutschland verlassen, um dem politischen Irrsinn in der Heimat zu entkommen. Betrachtet man Deutschland mit etwas Abstand von außen, erkennt man vieles oft deutlicher, sowohl die Schwächen als auch die Stärken und das Potenzial….",31,0.267,POSITIV,POSITIV
@katharinaotto7547,"Es ist wirklich wahr...in den Schulen meiner Kinder werden keine Lieder gesungen, keine Gedichte gelernt, teilweise fehlt auch der Unterricht in Musik und Kunst komplett. Rechtschreibung wird auch nicht mehr bewertet...keine Aufsätze, keine Diktate.",30,0.5,NEUTRAL,POSITIV
@brittaboy5341,Einfach nur Danke 😊,29,0.7,NEUTRAL,POSITIV
@alexanderrossberg4954,"Hey Ben, mein bester Freund hat Mir nahe gelegt dieses Interview Mir anzuschauen und muss sagen. Das beste Interview, auch wenn es 4h sind, das ich jemals gehört bzw gesehen habe und zeigt den Herrn Höcke so wie er ist. Bestätigung für alle AFD Wähler und ein Augenöffner für alle Kartelwähler... 💙💙💙

Und Du als Moderator bist wirklich überragend!!! 🥰 bitte mach weiter so... 
Ich bin ebenfall absoluter Fan von Dir!!!",29,0.37,POSITIV,POSITIV
@uwekohn3570,"4,5 h die sich lohnen ❤",28,1.0,NEUTRAL,POSITIV
@jila6704,"Ich bin Iranerin und bin seit 38 Jahren in Deutschland. Ich weiß, dass Herr Höcker nicht Menschen wie ich meint, die wirklich aus politischen Gründen hierhergekommen bin, sondern anderen…! Denn ich war nie nie ein Tag arbeitslos. Ich finde, Deutschland als mein zweites Heimat und kümmere mich um mein Heim. Danke lieber Ben.",27,0.26,NEGATIV,POSITIV
@mariomuller9564,Kann gar nicht genug 👍👍👍👍 geben!,26,-0.175,POSITIV,NEGATIV
@AfDWählenSchütztLeben,"5,4 Mio 😲",26,0.0,NEUTRAL,NEUTRAL
@DietmarKuntz-bj8se,"Ein super klasse informatives Interview. Gerne auch länger als 4,5 Stunden. Vielleicht das nächste Mal 😂😂❤Dankeschön ❤🎉",25,0.0,POSITIV,NEUTRAL
@woof6352,Hervorragend!!! Danke für dieses Interview!!!!! 💪👊👍🇩🇪💙🥳,25,0.333,POSITIV,POSITIV
@DietmarKuntz-bj8se,"Diese 4,5 Stunden waren ein absoluter Genuss. Ich glaube nun zu wissen warum sie Herr Höcke so bekämpfen. Er steckt sie ALLE in die Tasche.  🎉❤😂",24,0.175,POSITIV,POSITIV
@piepmtzin,"lieber Ben, seh es einfach mal so: jede Anfeindung zu diesem super Gespräch vom Feinsten, ist ein Ritterschlag",24,0.85,POSITIV,POSITIV
@banda1034,Was für ein Unterschied zu Maischberger & Co. Da liegen Welten dazwischen.,24,0.0,POSITIV,NEUTRAL
@MaxMustermann-qo7no,Großen Respekt dafür wie du jemanden ausreden lässt!,23,0.7,POSITIV,POSITIV
@NikolasAdam-q7e,"Tolles Interview! Sehr angenehm anzuhören und gut moderiert. Sympathisch, alle beide. Was man von den Hysterikern, die dieses Interview verbieten und den Kanal sabotieren wollen nicht behaupten kann. Du hast auf jeden Fall einen weiteren Follower und meine Unterstützung.",23,0.43,POSITIV,POSITIV
@lenaholzmann6133,Ich freue mich riesig auf eine AFD Regierung. Hoffentlich sehr bald 🎉🎉,23,0.0,POSITIV,NEUTRAL
@Angie11196,"Das viereinhalbstündige Interview bricht alle Rekorde und zeigt eindrucksvoll, wie echte, unzensierte politische Kommunikation aussehen kann. Abseits der ständigen medialen Angriffe durfte man den wahren Menschen hinter dem Politiker erleben. Zu tiefst nahbar, reflektiert und von unerschüttlicher Liebe zu seiner Heimat getragen.
In einer Atmosphäre von echtem Respekt, konnte Herr Höcke seine visionären Pläne für eine tiefgreifende Erneuerung unseres Landes ohne ständige Unterbrechungen ausführen. Sein Herz brennt für den Schutz unserer nationalen Identität und den Erhalt unserer Kultur. Und daran gibt es nichts Verwerfliches zu erkennen. Ein ganz großes  Lob an Ben, der mit seinem fairen, absolut unvoreingenommenen Ansatz mutig beweist, wie echter Diskurs aussehen kann.❤
Lassen wir uns jetzt nicht von den durchschaubaren Hetzkampagnen von linker Seite ärgern. Das war absehbar, dass die Gegner des freien Diskurses mit Wut reagieren weden. Die Millionen Klicks und die vielen positiven Kommentare beweisen, dass sich die Wahrheit nicht mehr länger mundtot machen lässt.
Ich bleibe Zuversichtlich und wähle die AfD für ein besseres Deutschland.😊",23,0.465,POSITIV,POSITIV
@DP1YI7N,Hallo BEN bitte auch einmal Tilo Sarazin einladen wenn nicht bereits geschehen.,22,0.85,NEUTRAL,POSITIV
@wolfsblut-654,was will man mehr als wenn seine eigene Frau hinter einem steht und die eigenen Kinder stolz auf einen sind ! Alles richtig gemacht. Respekt,21,0.45,POSITIV,POSITIV
@Lita911,"Einfach wunderbar,  dass dieses Interview online ist und bleibt. Vielen Dank für die wichtige Arbeit!",127,0.675,POSITIV,POSITIV
@Larsmirandadensevilla,"Das krasseste was du heute tun kannst, ist einen Menschen zu Wort kommen zu lassen, dessen Meinung diametral zu dem Gesellschaftlichen Narrativ steht. Danke Ben, danke Björn Höcke.",66,0.0,POSITIV,NEUTRAL
@DietmarKuntz-bj8se,"Fast 104 000 Kommentare und fast 5,5 Millionen Aufrufe. Dankeschön ❤🎉",63,0.0,NEUTRAL,NEUTRAL
@HerbertV.B.,"Chapeau, genau so führt man Gespräche und nicht anders.",52,0.5,POSITIV,POSITIV
@Supermarktkracher,Super Interview 👍,48,0.0,POSITIV,NEUTRAL
@Ms.Sophie65,"Ich liebe Deine ruhige Art🥰 Bist ein Interviewflüsterer;) Hr. Höcke: Sie sind ein feiner und elequenter Mann! Eine Schande, was Ihnen und Ihrer Familie angetan wurde!",44,0.617,POSITIV,POSITIV
@MariaScharl-t3d,"Dieses Interview war das Beste in diesem Jahr 2026!!! Super Idee!! Unterstütze ich, wo ich nur kann!!!",42,0.0,POSITIV,NEUTRAL
@frank1334,"„Ich habe mich getraut, Björn Höcke einzuladen“ Und es war nötig und total richtig! Danke, Ben! Dein Kanal ist in dieser Zeit absolut wichtig. Mach weiter so.",40,0.387,POSITIV,POSITIV
@lilikiess8720,"Danke an beide, war sehr interessant.  Ich habe sie abonniert,  aufgrund der Gäste,  die bei Ihnen richtig auspacken. Vielen Dank.  Weiter so!",38,0.5,POSITIV,POSITIV
@dapengu777,301.000 likes 10.000 dislikes sagt alles aus,35,0.0,POSITIV,NEUTRAL
@Tauchteufel,Danke Frau Esken für die Werbung. Ein sehr interessantes Interview auf Augenhöhe. Wo hätte man die Gelegenheit sonst gehabt mal den anderen Blickwinkel außerhalb der ÖFR zu hören. Respekt auf beiden Seiten.,34,0.25,POSITIV,POSITIV
@T.followerofChrist,"Toll, dass man friedlich miteinander reden kann. Tolles Gespräch👍",33,1.0,POSITIV,POSITIV
@Mia-r4r5m,"Herr Höcke ein sehr sympathischer Mann.
Danke Ben für das Gespräch! ❤️❤️🥰",33,0.333,POSITIV,POSITIV
@sebastianschlag7108,"5,4 Millionen Aufrufe zeigen ein einfach ein extrem großes Interesse an der Partei und der Person. Ich glaube es gibt wahnsinnig viele deutsche auch die deutschen mit einem deutschen Pass, die sich einen Machtwechsel wünschen aber in der Öffentlichkeit nicht trauen. Ich sehe einen Mann mit seiner Familie der einfach sein Land schützen und verbessern möchte. Rationale Kluge und keineswegs hetzende Antworten.",31,0.575,POSITIV,POSITIV
@WeskoTuesk,"Vielen Dank Ben für dieses Interview. Ich bin in Deutschland geboren und habe kurdische Wurzeln. Ich bin ein typischer Nichtwähler. Björn Höcke hat mich sehr begeistert, dieser Mensch ist berufen für die Politik in Deutschland.. Bei der nächsten Wahl werde ich die AFD wählen und alle meine Verwandten, Freunde und Bekannte dazu animieren, das gleiche zu tun.",31,0.4,POSITIV,POSITIV
@sandratust8793,"Wow, ein wirklich gutes Gespräch.",31,1.0,POSITIV,POSITIV
@midnightuniversity,"Erst mal liken, jetzt hör ich’s mir an 👌",31,0.0,NEUTRAL,NEUTRAL
@ToniEngstle,Zwei intelligente Menschen unterhalten sich 👏👏,30,1.0,NEUTRAL,POSITIV
@noneofyourbusiness_q,Danke Ben !!! Wunderbares Interview. Vielen haben ihn jetzt sicher zum ersten Mal von einer ganz anderen Seite erlebt.,30,0.338,POSITIV,POSITIV
@firstlove281,Mach weiter so und lass dich nicht unterkriegen. Du bist Neutral und zeigst uns die Welt ungeskriptet.......,30,0.0,POSITIV,NEUTRAL
@bennyolsen2356,Das Gespräch sollte Pflichtlektüre für unsere Politiker und den ewigen Zweiflern sein✌️ Endlich mal ein gebildeter Politiker 😁,28,1.0,POSITIV,POSITIV
@susanneneidholdt3647,"Es tut so gut, hier klare Bekenntnisse zu unserem Land wahrzunehmen!  Wir brauchen endlich wieder Ordnung und Stabilität hier! Diese Anarchie, die gerade herrscht zerstört unser Land! Ich möchte, dass meine Enkelkinder hier noch eine Zukunft haben, ohne Schaden die Schule besuchen zu können! 🩵🩵",28,0.35,POSITIV,POSITIV
@Flo-m1j7q,"Danke Frau Esken, so bin ich zu dem Video gekommen, dachte echt immer der Typ ist ein Nazi. Nächste Wahl mach ich mein Kreuz bei der AFD.",27,0.5,POSITIV,POSITIV
@allesklar5717,"Super Podcast wie immer :) lass dich nicht von der Politik unterkriegen. Sie haben angst, dass sie ihre Gehälter verlieren auf ihren Positionen",27,-0.35,POSITIV,NEGATIV
@dennis.creative,Hochintelligenter Mann dieser Herr Höcke.,25,0.0,POSITIV,NEUTRAL
@FENRIR-MM,Wahnsinn wenn man sich überlegt wie angenehm es ist wenn sich zwei Leute einfach gegenseitig zuhören bzw. einer den anderen aussprechen lässt.,198,0.9,NEUTRAL,POSITIV
@Petrar-t5p,"Danke für ein Gespräch zwischen zwei Menschen...ohne "" Einordnung"" ... Ich kann selbst denken.",191,0.0,NEUTRAL,NEUTRAL
@mairubchen2517,Hab's jetzt sogar schon zweimal geguckt und ganz alleine ohne fremde Hilfe eingeordnet 😉,97,0.0,NEUTRAL,NEUTRAL
@v-Popeye,"Offensichtlich ein sehr netter, schlauer und sympathischer Herr👍🏻",70,0.0,POSITIV,NEUTRAL
@volkerklein4812,"Bestes Interview, ever! Gut, dass Du Dich nicht vom 'Mainstream' beeinflussen lässt! ",66,0.5,POSITIV,POSITIV
@paybrodersen488,"Sehr angenehmes, ruhiges und unaufgeregtes Gespräch! Vielen Dank - so soll es sein!",64,0.35,POSITIV,POSITIV
@ogersun84,"Habe gerade den Podcast mit Fr Armann gehört, muss mir jetzt nochmal die 4 Stunden hier geben, danke für keine ""Einordnung""!",63,0.0,NEUTRAL,NEUTRAL
@jule8356,Tolles Interview. Danke!,62,0.5,POSITIV,POSITIV
@twinspark540,"5,5 Millionen 💪🏻",54,0.0,NEUTRAL,NEUTRAL
@TheRealWes,"Also wenn der Typ der neue AH sein soll dann kann ich denjenigen, die das äußern, eine ausgereifte Psychose attestieren",53,0.7,NEGATIV,POSITIV
@christineroulin9518,"Ich hätte gerne 18,36 Euro gegeben, aber das geht leider nicht. 
Ich schaue schon seit etlichen Jahren kein TV mehr, da es so super Formate wie dieses hier nicht mal ansatzweise gibt. Keine Vorverurteilung, keinen erhobenen Zeigefinger, keine Ideologie-Bubble sondern einfach ein neutraler Ort, wo verschiedenste Menschen mal so richtig zu Wort kommen.  Klasse, vielen Dank!",51,0.3,POSITIV,POSITIV
@Believer2442,Gratulation 🎉 über 5 Millionen 🎉🎉🎉,49,0.0,NEUTRAL,NEUTRAL
@brittahesse461,"Das ist im Grunde genommen echter Journalismus, jemanden ausreden lassen, zuhören, Raum geben und dann nachfragen und tiefer einsteigen in die Thematik. 4,5 Stunden ist echt eine irre lange Zeit, ich bin beeindruckt, dass sowohl Björn Höcke, wie auch Ben, diese Zeit so präsent und aufmerksam waren 🙏😊

Ich habe diesen Podcast hier schon sehr lange abonniert, wie lange weiß ich nicht mehr, aber auf jeden Fall bevor immer prominentere und „umstrittenere“ Persönlichkeiten dort gesprochen haben. Ich habe mir auch diese Folge hier in Etappen bis zu Ende angehört. Ich bin ganz ehrlich, mein Blickwinkel hat sich gewandelt. Ich konnte keinen rechtsextremen Menschen hier erkennen 👍

Vielleicht teile ich nicht alle Ansichten, aber darum geht es ja auch nicht. Hier hatte ich die Möglichkeit, den Menschen, den Vater, den Ehemann, den Politiker und auch den ehemaligen Vertrauenslehrer Björn Höcke erleben. Kein Mensch könnte sich 4 Stunden lang verstellen. Dieses Gespräch war großartig in dem Sinne, dass es einem Menschen Zeit und Raum gegeben hat, der sonst schon in der Hälfte eines Satzes unterbrochen wird.

Was jeder einzelne mit den Inhalten für sich und seine Zukunft macht, soll jeder selber beurteilen. Ich für meinen Teil muss einige meiner vorgefertigten Meinungen ehrlicherweise revidieren und ich bin sehr froh, dass ich dazu in der Lage bin 🙏

Danke Ben, Danke Björn Höcke. Das war ein Weckruf-Gespräch für Deutschland 🎁",49,0.411,POSITIV,POSITIV
@Wasser507,Ich höre es mir jetzt zum zweiten Mal an . ❤,48,0.5,POSITIV,POSITIV
@hemensaeed5962,Alles zu 100% richtig,48,1.0,POSITIV,POSITIV
@tina_talks_tacheles1006,"Wegen Frau Amann (AfD-""Expertin"") schnell nochmal Höcke hören.",40,0.7,NEUTRAL,POSITIV
@gongylophis7078,"Ich mag es mir selber meine Meinung zu bilden, dieses Format lässt das zu. Finde ich großartig , ist aber leider sehr selten geworden.",40,1.0,POSITIV,POSITIV
@enterprises_fm-boosteropen5049,Danke für dieses Gespräch! 🙏🏻,36,0.0,NEUTRAL,NEUTRAL
@christinegrossmann8023,"Soo lieber nochmal 4,5 Std Björn als 5 min Melanie..... 😅",35,0.0,NEUTRAL,NEUTRAL
@kuchlbauergeist,"Über 4 Stunden ohne Zensur! Aus Deutschland, in Deutschland, für Deutschland! Kostenlos! Nicht mit Zwangsgebühren behaftet! DAS ist wahrer Journalismus!!!!!!!!!",35,0.117,POSITIV,POSITIV
@Donald-t6f,Dieser Mann ist super 👍,35,0.0,POSITIV,NEUTRAL
@parfumelise6217,Und wieder bin ich da  - bei diesem historischen Interview. Danke!,33,0.0,POSITIV,NEUTRAL
@Heike-v6r,"Wow, ich bin sehr beeindruckt. Danke euch beiden",33,0.0,POSITIV,NEUTRAL
@sandratust8793,Er redet mir so aus der Seele.,33,0.0,POSITIV,NEUTRAL
@Tripplex1387,"Ich bin überrascht , welches Wissen Herr Höcke über die Vergangenheit hat .
Wäre gut wenn die anderen Politiker auch so ein Vergangenheits Wissen hätten !!
Respekt",32,0.25,POSITIV,POSITIV
@Bertolaf-yj4os,"Alleine der fakt, dass ein normales Gespräch in einer Demokratie so viel aufsehen erregt, ist eigentlich ein armutszeugnis für das System.",94,-0.1,NEUTRAL,NEUTRAL
@angelikagradwohl8036,"Wunderbarer Kommunikationsstil beider Herren🙏
Auch stimmlich sehr angenehm 🎵🎶👍
Die vielen Pausen, bevor etwas gesagt oder gefragt wird, lädt einem wirklich zum hinhören ein...
Ein sehr interessantes und wertschätzendes Interview!
Absolut empfehlenswert!
🙏",67,0.688,POSITIV,POSITIV
@Aggronym1988,"Toll, mal ein ordentliches Interview mit Höcke zu sehen. Hatte bis jetzt noch keinen Berührungspunkt zu ihm.",63,0.5,POSITIV,POSITIV
@martindrenkelfort3597,Großartig und menschlich geführtes Interview ❤,54,1.0,POSITIV,POSITIV
@petrar.9916,"Ich habe einem Politiker noch niemals solange interessiert zuhören können. 
Erleben zu dürfen, dass es in unserem Land  noch so einen gebildeten ehrenwerten Politiker gibt, dem die Menschen und Werte unseres Landes am Herzen liegen, gibt Hoffnung. 
In dieser schrecklichen, schweren Zeit, die wir Menschen in den letzten Jahren schon durchlebt haben, den Mut, die Stärke und das Ziel zu haben, seine Kraft für eine Veränderung zu unser aller Wohl einzusetzen und trotz vieler Widrigkeiten nicht aufzugeben, sucht seines gleichen.
Danke Björn Höcke für das informative, einzigartige Gespräch. Danke Ben.",53,0.2,POSITIV,POSITIV
@messageofabee,"Super, dass du Herrn Höcke eingeladen und ausreden lassen hast. Menschen den Mund verbieten, die keine Straftat mit ihrer Rede begehen,  ist undemokratisch.",44,-0.075,POSITIV,NEUTRAL
@serkancebeci811,Ich schaue das Interview jetzt schon zum 3mal👍Bitte weitermachen Ben,42,0.0,POSITIV,NEUTRAL
@berndkluh3449,"Sehr gutes Gespräch das sollte um 20:00 in unserer,, Qualitätspresse'' ausgestrahlt werden!",42,0.0,POSITIV,NEUTRAL
@TfJakob1,Vielen Dank für das tolle Gespräch! Es sollten noch viel mehr sich dieses Gespräch anhören und nicht nur auf die Meinung des ÖRR hören!,41,0.25,POSITIV,POSITIV
@konstantinheine9813,"Super Podcast. Danke dafür. 
Herr Höcke ist sehr sympathisch und nicht so Fake wie die Politiker der anderen Parteien.",41,0.333,POSITIV,POSITIV
@julienfroustache7519,"Super, dass in deinem Format mit jedem gesprochen wird.",35,1.0,POSITIV,POSITIV
@TanjaJanssen-ol4wb,"Nach Frau A. brauchte ich dieses Gespräch nochmal,  um wieder runterzukommen 😊
Vielen für diese unglaublich angenehmen 4,5 Stunden.",35,0.0,NEUTRAL,NEUTRAL
@despudelskern4082,"Danke für das Gespräch, sehr interessant. Mein Vater hat die Flucht aus Königsberg als 7 jähriger mit seiner Mutter und dem 1 jährigen Bruder erlebt. 
Er hat diese Flucht in seinen Erinnerungen aufgeschrieben ziemlich ähnlich so wie Herr Höcke sie beschreibt.",35,0.333,NEUTRAL,POSITIV
@ela_micha,Sehr interessant. Vielen Dank . 👍🏻 ❤,35,0.667,NEUTRAL,POSITIV
@clacla101,Und einfach noch ein weiterer Kommentar für diesen Kanal😊,33,0.7,NEUTRAL,POSITIV
@nondispybeliever,"To be able to listen to him in English is absolutely amazing! Thanks, Ben!!",33,0.0,NEUTRAL,NEUTRAL
@MonikaR-k9x,Leider kann ich nur einen Daumen hoch geben. Dieses Video hat 1000 mindestens von mir verdient!!!,31,0.233,POSITIV,POSITIV
@kiz8409,"Noch ein positiver Kommentar für die Statistik, danke und weiter so Ben!",30,1.0,POSITIV,POSITIV
@familiefuchs8363,"Wer dieses Formet kritisiert, hat vermutlich unsere Demokratie (wenn sie den überhaupt noch existiert) schon in den Wind geschossen. Danke Ben, das Du dies machst, was wir für unsere GeZ-Beiträge eigentlich erhalten sollten.
Ich muß mit dem Gesagten nicht übereinstimmen, aber ich sollte in der Lage sein, dem Gesagten zu zuhören und mir damit die Möglichkeit verschaffen, eine eigene Meinung zu bilden. In unserer finanzierten (und damit gesteuerten) Medienlandschaft ist dies zur Zeit nicht mehr möglich.",30,0.0,POSITIV,NEUTRAL
@KarstenBesserdich,Vielen Dank! 😊,28,0.0,NEUTRAL,NEUTRAL
@rockyaday88,"Sehr starkes und angenehmes Video. So erfährt man wenigstens mal etwas. 

Tolle Gesprächsführung! 

❤",28,0.75,POSITIV,POSITIV
@sudarinternational,Es wird Zeit für eine große Veränderung in Deutschland.,26,0.7,NEUTRAL,POSITIV
@66huba,Danke für dieses Interview,25,0.0,POSITIV,NEUTRAL
@michaelskowronek5109,"Danke für dieses Video... 303.731 Likes vs. 10.232 Dislikes... ""Wir sind Mehr"" ist am Arsch...  bei dem Verhältnis würde ich als Linker die Koffer packen und das Land verlassen... FDP, Teile von CDU/CSU, Grüne, Linke und SPD... Gute Reise...",25,0.05,POSITIV,NEUTRAL
